n,Time
10,1099.22
20,1182.39
30,1418.08
40,1351.08
50,1425.99
60,1845.42
70,1589.00
80,1870.87
90,2140.21
100,1988.04
110,2241.15
120,2242.59
130,2420.30
140,2639.46
150,2345.87
160,2766.86
170,2717.01
180,2402.53
190,2614.78
200,3034.61
210,3427.02
220,2909.31
230,2985.94
240,2935.71
250,3612.96
260,3701.03
270,3124.76
280,4140.76
290,3293.46
300,3792.58
310,3840.95
320,3544.75
330,4736.45
340,4511.67
350,4204.17
360,4177.09
370,3957.21
380,4207.23
390,4986.25
400,4724.43
410,4283.83
420,4784.73
430,5245.98
440,4583.81
450,4737.22
460,4696.24
470,5931.33
480,5680.98
490,5705.13
500,6323.48
510,4535.43
520,4623.70
530,6216.51
540,5028.72
550,6590.47
560,6548.72
570,7018.99
580,7145.31
590,5887.18
600,7282.83
610,6033.88
620,7790.56
630,8027.06
640,6344.91
650,7902.34
660,6976.95
670,8356.93
680,6762.88
690,7024.39
700,7243.82
710,6900.45
720,7179.18
730,7252.46
740,8545.19
750,7184.80
760,9144.47
770,7391.90
780,8875.16
790,8712.80
800,9070.12
810,9343.00
820,8175.96
830,7883.21
840,9855.18
850,9591.41
860,9878.85
870,9065.19
880,8065.45
890,9890.67
900,8409.96
910,8579.81
920,9833.56
930,9072.13
940,9262.44
950,9948.31
960,9288.03
970,8442.80
980,8413.80
990,8966.08
1000,9580.83
1010,10005.19
1020,8691.19
1030,9965.17
1040,8119.51
1050,8926.20
1060,9291.23
1070,7866.64
1080,8836.91
1090,10224.91
1100,8929.82
1110,9454.10
1120,8778.88
1130,8965.32
1140,8079.29
1150,8322.18
1160,9683.81
1170,10121.40
1180,8142.35
1190,7901.13
1200,9320.21
1210,9131.42
1220,8710.64
1230,8138.89
1240,8786.03
1250,8463.20
1260,9622.61
1270,9134.14
1280,9094.79
1290,7791.27
1300,8384.11
1310,8314.86
1320,7525.20
1330,7600.36
1340,8325.58
1350,9859.16
1360,9518.95
1370,8788.28
1380,9345.24
1390,7775.64
1400,9289.66
1410,8080.44
1420,9376.61
1430,7849.96
1440,8092.14
1450,7430.59
1460,9309.79
1470,8496.99
1480,8073.86
1490,8855.79
1500,8746.58
1510,7278.28
1520,7885.94
1530,9410.75
1540,8363.61
1550,8399.20
1560,8759.79
1570,8328.22
1580,8654.28
1590,9265.30
1600,9138.92
1610,7348.81
1620,8850.20
1630,9171.44
1640,7544.29
1650,9033.70
1660,8558.14
1670,8479.72
1680,8761.63
1690,7325.60
1700,7090.33
1710,6844.68
1720,6909.77
1730,7220.99
1740,6729.63
1750,7702.58
1760,6794.41
1770,7863.30
1780,7760.00
1790,8596.35
1800,6843.36
1810,6875.66
1820,8218.30
1830,7425.57
1840,7697.34
1850,7773.19
1860,8053.68
1870,7950.51
1880,7793.27
1890,7929.17
1900,6583.24
1910,8010.63
1920,7701.67
1930,6405.79
1940,6545.63
1950,7254.56
1960,7692.16
1970,6827.16
1980,6268.06
1990,7903.08
2000,7864.26
2010,7797.88
2020,6426.80
2030,7522.12
2040,6365.13
2050,7056.30
2060,6683.18
2070,6818.46
2080,7073.52
2090,7618.20
2100,6945.41
2110,6876.01
2120,7217.16
2130,6057.79
2140,7430.93
2150,5967.70
2160,7321.97
2170,6847.43
2180,6743.71
2190,6786.90
2200,5531.34
2210,7010.43
2220,6155.60
2230,5480.72
2240,5504.78
2250,7095.90
2260,5742.34
2270,5515.75
2280,5499.53
2290,5855.36
2300,5302.21
2310,5597.55
2320,5443.29
2330,6788.71
2340,5252.53
2350,6134.63
2360,5772.03
2370,5426.53
2380,5748.04
2390,5658.77
2400,5963.78
2410,5319.96
2420,5537.34
2430,5212.84
2440,5165.98
2450,6591.47
2460,5250.12
2470,5106.76
2480,6356.52
2490,4986.46
2500,6089.79
2510,5927.08
2520,4850.57
2530,6239.88
2540,5935.37
2550,6333.44
2560,5401.54
2570,5289.10
2580,5765.09
2590,6053.71
2600,4792.70
2610,5084.32
2620,5461.42
2630,5036.23
2640,5855.55
2650,5501.47
2660,5532.14
2670,4685.45
2680,4504.77
2690,5680.38
2700,5630.43
2710,4587.07
2720,5080.50
2730,5630.23
2740,4776.36
2750,5071.71
2760,5339.65
2770,5648.47
2780,5298.94
2790,5664.97
2800,5422.42
2810,4580.68
2820,4293.85
2830,5436.67
2840,4309.15
2850,4327.73
2860,4626.99
2870,4161.06
2880,4200.89
2890,4274.11
2900,5173.57
2910,5250.94
2920,5036.72
2930,4865.32
2940,4965.20
2950,4119.43
2960,4235.67
2970,4402.99
2980,4001.31
2990,4113.50
3000,4205.58
3010,3945.96
3020,4848.24
3030,4846.72
3040,5197.28
3050,4628.06
3060,4218.51
3070,4350.16
3080,4749.48
3090,4142.01
3100,4150.45
3110,4908.80
3120,4036.59
3130,3990.91
3140,3996.84
3150,5146.14
3160,4928.12
3170,4992.07
3180,4976.91
3190,4527.36
3200,4708.59
3210,4854.48
3220,4813.85
3230,4574.30
3240,4406.53
3250,4871.47
3260,5293.12
3270,4144.56
3280,4165.14
3290,4614.64
3300,4143.75
3310,4575.12
3320,5150.73
3330,4306.69
3340,4898.53
3350,5051.87
3360,4571.77
3370,5238.16
3380,5118.98
3390,4050.17
3400,4899.64
3410,4049.82
3420,4035.13
3430,4707.35
3440,4852.32
3450,4918.61
3460,5311.20
3470,4367.81
3480,4977.33
3490,4782.72
3500,4472.55
3510,5340.81
3520,4262.10
3530,5370.38
3540,4192.62
3550,4238.77
3560,4178.29
