n,Time
100,0.00
200,0.00
300,0.00
400,0.00
500,0.00
600,0.00
700,0.00
800,0.00
900,0.00
1000,0.00
1100,0.00
1200,0.00
1300,0.00
1400,0.00
1500,0.00
1600,0.00
1700,0.00
1800,0.00
1900,0.00
2000,0.00
2100,855.40
2200,787.04
2300,713.70
2400,986.08
2500,767.48
2600,985.30
2700,971.04
2800,910.35
2900,1016.71
3000,839.97
3100,860.07
3200,1147.02
3300,1197.92
3400,1180.11
3500,1241.53
3600,1280.31
3700,1144.35
3800,1034.42
3900,1219.22
4000,1385.63
4100,1328.67
4200,1206.64
4300,1411.71
4400,1336.84
4500,1408.68
4600,1237.38
4700,1287.29
4800,1319.36
4900,1621.37
5000,1304.49
5100,1414.42
5200,1425.74
5300,1386.28
5400,1475.84
5500,1286.12
5600,1524.20
5700,1447.37
5800,1558.67
5900,1472.56
6000,1622.40
6100,1275.13
6200,1607.35
6300,1699.65
6400,1392.93
6500,1613.43
6600,1519.29
6700,1562.97
6800,1319.23
6900,1582.73
7000,1168.42
7100,1247.03
7200,1401.65
7300,1268.57
7400,1074.90
7500,1214.60
7600,1301.08
7700,1191.54
7800,1056.40
7900,1186.87
8000,1028.96
8100,921.79
8200,1121.04
8300,1000.05
8400,1097.53
8500,854.36
8600,1008.15
8700,776.84
8800,823.50
8900,805.85
9000,718.24
9100,864.75
9200,646.34
9300,680.91
9400,651.93
9500,629.41
9600,760.49
9700,634.79
9800,602.43
9900,617.47
10000,545.79
