n,Time
100,0.00
200,0.00
300,0.00
400,0.00
500,0.00
600,0.00
700,0.00
800,0.00
900,0.00
1000,0.00
1100,0.00
1200,0.00
1300,0.00
1400,0.00
1500,0.00
1600,0.00
1700,0.00
1800,0.00
1900,0.00
2000,0.00
2100,2181.82
2200,2027.06
2300,2173.53
2400,2441.48
2500,2183.74
2600,2964.86
2700,2520.51
2800,2371.55
2900,3248.67
3000,3411.06
3100,3512.16
3200,3539.03
3300,2824.31
3400,3656.78
3500,3176.57
3600,3392.60
3700,3697.90
3800,3495.25
3900,3825.06
4000,3003.29
4100,3346.17
4200,3650.63
4300,3832.61
4400,3169.77
4500,3197.52
4600,3586.23
4700,3148.23
4800,3590.63
4900,3365.28
5000,3458.17
5100,3755.16
5200,3731.81
5300,3323.18
5400,2851.90
5500,3479.40
5600,3057.40
5700,3262.78
5800,2796.11
5900,2817.78
6000,3031.84
6100,2306.99
6200,2229.21
6300,2461.50
6400,2417.55
6500,2072.67
6600,2494.01
6700,1982.28
6800,1748.20
6900,1897.67
7000,1671.77
7100,1726.09
7200,1911.90
7300,1807.52
7400,1807.21
7500,1382.07
7600,1399.52
7700,1358.03
7800,1349.37
7900,1293.50
8000,1274.39
8100,1200.62
8200,1145.42
8300,1233.21
8400,1128.32
8500,1072.96
8600,981.72
8700,1050.04
8800,923.14
8900,877.42
9000,893.79
9100,881.74
9200,786.47
9300,738.18
9400,746.92
9500,607.86
9600,636.67
9700,626.55
9800,664.94
9900,685.08
10000,623.17
