n,Time
50,0.00
150,0.00
250,0.00
350,0.00
450,0.00
550,0.00
650,0.00
750,0.00
850,0.00
950,0.00
1050,0.00
1150,0.00
1250,0.00
1350,0.00
1450,0.00
1550,0.00
1650,0.00
1750,0.00
1850,0.00
1950,0.00
2050,367.25
2150,385.59
2250,362.69
2350,379.58
2450,438.92
2550,518.19
2650,369.90
2750,348.23
2850,414.63
2950,409.41
3050,338.77
3150,347.20
3250,358.90
3350,467.89
3450,503.88
3550,400.48
3650,517.22
3750,529.76
3850,439.92
3950,397.53
4050,495.11
4150,533.61
4250,394.21
4350,433.17
4450,371.51
4550,421.74
4650,358.00
4750,433.64
4850,480.55
4950,372.13
5050,427.36
5150,365.66
5250,517.83
5350,382.77
5450,393.96
5550,363.97
5650,528.38
5750,377.00
5850,479.84
5950,495.88
6050,433.53
6150,369.85
6250,418.61
6350,402.75
6450,441.71
6550,392.14
6650,538.29
6750,377.22
6850,388.06
6950,537.14
7050,352.58
7150,361.24
7250,350.54
7350,537.84
7450,544.26
7550,501.11
7650,454.36
7750,521.44
7850,468.59
7950,382.60
8050,362.56
8150,513.63
8250,548.43
8350,473.75
8450,365.71
8550,540.65
8650,495.37
8750,538.55
8850,377.96
8950,369.13
9050,442.10
9150,410.30
9250,504.97
9350,367.78
9450,514.82
9550,503.30
9650,489.83
9750,521.66
9850,409.53
9950,399.58
