n,Time
50,0.00
150,0.00
250,0.00
350,0.00
450,0.00
550,0.00
650,0.00
750,0.00
850,0.00
950,0.00
1050,0.00
1150,0.00
1250,0.00
1350,0.00
1450,0.00
1550,0.00
1650,0.00
1750,0.00
1850,0.00
1950,0.00
2050,770.44
2150,751.02
2250,938.51
2350,695.46
2450,938.45
2550,852.42
2650,703.58
2750,963.93
2850,634.17
2950,851.74
3050,952.26
3150,748.35
3250,884.22
3350,933.52
3450,631.29
3550,690.62
3650,841.49
3750,632.50
3850,826.07
3950,635.60
4050,734.37
4150,792.23
4250,789.48
4350,899.55
4450,683.59
4550,687.12
4650,899.94
4750,900.28
4850,876.69
4950,665.17
5050,891.14
5150,849.88
5250,736.41
5350,872.16
5450,950.87
5550,787.50
5650,849.51
5750,746.60
5850,891.99
5950,677.34
6050,705.51
6150,1003.59
6250,661.86
6350,745.79
6450,807.07
6550,674.40
6650,1000.99
6750,938.18
6850,912.08
6950,841.43
7050,873.84
7150,930.81
7250,693.60
7350,912.70
7450,923.51
7550,859.33
7650,728.32
7750,766.56
7850,906.18
7950,821.47
8050,1011.37
8150,1060.37
8250,803.74
8350,764.74
8450,912.48
8550,866.81
8650,937.57
8750,950.68
8850,763.12
8950,731.41
9050,883.69
9150,1069.78
9250,978.16
9350,1008.50
9450,792.84
9550,867.12
9650,771.66
9750,1086.81
9850,899.76
9950,951.08
