n,Time
50,0.00
150,0.00
250,0.00
350,0.00
450,0.00
550,0.00
650,0.00
750,0.00
850,0.00
950,0.00
1050,0.00
1150,0.00
1250,0.00
1350,0.00
1450,0.00
1550,0.00
1650,0.00
1750,0.00
1850,0.00
1950,0.00
2050,1733.33
2150,1953.53
2250,1814.64
2350,1964.10
2450,1792.38
2550,1785.32
2650,1765.44
2750,1997.87
2850,2019.92
2950,1707.96
3050,1945.31
3150,2055.34
3250,1733.08
3350,1882.67
3450,1790.65
3550,1777.16
3650,1883.20
3750,1812.38
3850,1967.70
3950,1750.72
4050,1908.34
4150,2107.86
4250,2017.57
4350,1912.32
4450,1779.99
4550,1827.24
4650,2122.86
4750,2006.63
4850,1954.32
4950,1976.78
5050,1785.11
5150,1963.01
5250,2078.73
5350,2139.74
5450,1881.36
5550,2068.69
5650,1999.71
5750,1843.61
5850,1998.58
5950,2003.55
6050,1920.76
6150,1888.43
6250,1865.73
6350,1913.13
6450,1865.56
6550,1977.31
6650,1913.14
6750,2009.04
6850,2095.90
6950,1865.14
7050,1842.79
7150,1921.32
7250,2227.94
7350,2040.65
7450,1888.74
7550,2194.28
7650,2119.88
7750,2151.22
7850,1958.93
7950,2037.83
8050,2097.85
8150,1909.74
8250,2011.53
8350,1906.65
8450,2204.40
8550,2091.86
8650,1940.28
8750,2168.27
8850,2291.24
8950,2334.38
9050,2052.23
9150,2024.51
9250,2283.28
9350,1968.14
9450,2201.67
9550,2090.35
9650,2281.68
9750,2215.00
9850,2284.82
9950,1984.62
