n,Time
101,0.00
201,0.00
301,0.00
401,0.00
501,0.00
601,0.00
701,0.00
801,0.00
901,0.00
1001,0.00
1101,1180.47
1201,1344.94
1301,1351.94
1401,1375.84
1501,1144.40
1601,1245.55
1701,1426.21
1801,1236.16
1901,1604.28
2001,1727.03
2101,1344.91
2201,1434.48
2301,1645.92
2401,1625.53
2501,1951.88
2601,1836.89
2701,1988.96
2801,1643.96
2901,1749.17
3001,2229.50
3101,2210.03
3201,1852.45
3301,2081.26
3401,2286.65
3501,2333.88
3601,2154.42
3701,1874.23
3801,2229.91
3901,2200.66
4001,2434.41
4101,2398.19
4201,2043.84
4301,2162.43
4401,2475.04
4501,1911.02
4601,2357.55
4701,1981.80
4801,1926.38
4901,1944.25
5001,2050.51
5101,2109.08
5201,1998.99
5301,1840.55
5401,1958.21
5501,1803.89
5601,1968.33
5701,1996.64
5801,1704.88
5901,1940.21
6001,2051.17
6101,1866.77
6201,1661.59
6301,1541.13
6401,1680.06
6501,1649.09
6601,1441.25
6701,1677.64
6801,1439.23
6901,1649.10
7001,1627.70
7101,1477.40
7201,1401.21
7301,1222.91
7401,1290.00
7501,1284.95
7601,1393.50
7701,1110.98
7801,1128.67
7901,1319.40
8001,1177.24
8101,1062.17
8201,1013.05
8301,1160.18
8401,1154.29
8501,917.12
8601,1176.32
8701,1059.11
8801,1064.23
8901,884.94
9001,1069.65
9101,1094.28
9201,1072.45
9301,1012.37
9401,878.14
9501,1010.03
9601,801.12
9701,842.07
9801,980.10
9901,871.93
10001,813.28
