n,Time
101,0.00
201,0.00
301,0.00
401,0.00
501,0.00
601,0.00
701,0.00
801,0.00
901,0.00
1001,0.00
1101,1389.74
1201,1171.81
1301,1370.12
1401,1142.05
1501,1743.98
1601,1318.22
1701,1336.27
1801,1461.19
1901,1530.91
2001,1677.23
2101,1501.81
2201,1250.54
2301,2005.91
2401,1523.47
2501,1838.38
2601,1868.36
2701,1709.66
2801,1592.30
2901,2536.47
3001,2573.01
3101,1885.38
3201,2015.46
3301,1813.72
3401,2432.03
3501,2054.95
3601,2648.75
3701,2379.54
3801,2808.61
3901,2975.37
4001,3061.55
4101,3537.95
4201,3537.33
4301,3580.36
4401,3895.69
4501,3352.73
4601,3436.40
4701,4144.93
4801,2533.18
4901,2921.12
5001,3840.45
5101,2721.26
5201,3708.09
5301,4026.56
5401,4148.55
5501,3261.91
5601,2813.67
5701,3244.78
5801,4358.65
5901,4547.92
6001,3113.84
6101,4532.14
6201,3703.86
6301,3148.93
6401,3084.57
6501,3416.42
6601,3667.60
6701,3425.74
6801,3531.70
6901,3544.04
7001,4317.63
7101,3504.37
7201,3023.79
7301,2996.01
7401,3873.74
7501,3577.51
7601,2375.93
7701,2482.84
7801,2389.87
7901,3281.43
8001,3160.26
8101,2344.36
8201,3210.77
8301,2361.72
8401,3075.84
8501,2379.65
8601,2160.96
8701,1877.50
8801,1904.79
8901,1680.30
9001,1554.96
9101,1920.54
9201,1886.83
9301,1832.15
9401,2027.78
9501,1737.99
9601,1927.96
9701,1512.25
9801,1460.64
9901,1353.11
10001,1328.59
