n,Time
101,0.0
201,0.0
301,0.0
401,0.0
501,0.0
601,0.0
701,0.0
801,0.0
901,0.0
1001,0.0
1101,1191.3708320218068
1201,977.1587348456782
1301,1140.0798458272552
1401,1023.2097839470301
1501,1255.9522037228328
1601,1321.9223241288532
1701,1211.5755920389788
1801,1343.2657217613428
1901,965.9403595694546
2001,1374.7866891457068
2101,1002.671775955396
2201,1554.0479006264045
2301,1514.1829961209312
2401,1131.2081012129897
2501,1191.7572063355206
2601,1082.9724544711723
2701,1367.3884907237061
2801,1772.4774540792755
2901,1390.1772202709203
3001,1647.1820633265052
3101,1895.1525838538037
3201,1274.9863217053387
3301,1825.0358382770262
3401,2041.0494072746724
3501,2090.4988329452485
3601,1605.2877676745047
3701,1664.849163998022
3801,1580.9965327141138
3901,1835.3985496370533
4001,1755.6958698919866
4101,1781.8977654163302
4201,1766.1165883094989
4301,2951.468133140059
4401,2671.6937568367234
4501,2233.6673576863586
4601,3153.2640565354886
4701,2196.2494784297646
4801,3251.681511034502
4901,2141.745214890814
5001,2556.7461751326064
5101,3585.2352327415174
5201,2530.6368928274173
5301,3444.100271693924
5401,2442.248318854756
5501,3517.9935360608074
5601,2838.843667234847
5701,2351.3786110366095
5801,3202.5701709195437
5901,2558.161339907125
6001,3227.938103312534
6101,4101.964667648651
6201,2820.149199999246
6301,3653.244438010885
6401,3373.4448692300057
6501,3125.0907880416685
6601,3494.644984176478
6701,3562.227498679442
6801,2744.8374538175913
6901,3151.334274451374
7001,2827.6624700143343
7101,3039.2752777197984
7201,2940.9004221564855
7301,2747.511114888938
7401,2841.7911202452956
7501,3052.8639671759706
7601,2986.0275853717703
7701,2266.0093873710475
7801,2673.236497612018
7901,2662.4482580471113
8001,2678.410388681293
8101,1787.0827503794749
8201,2699.1335762631097
8301,1783.7571181635597
8401,2324.2513750990115
8501,1957.1033197653137
8601,1548.110681043064
8701,1686.892692097234
8801,2059.7116767479392
8901,1308.330246627016
9001,1397.632857521352
9101,1122.6675786167648
9201,1342.6830678736364
9301,1523.4220262845574
9401,1120.2251925210323
9501,1136.1751921681264
9601,1120.3867434941474
9701,1194.5469103011937
9801,798.8463262725742
9901,763.2224531074853
10001,1016.4550102714618
