n,Time
101,0.00
201,0.00
301,0.00
401,0.00
501,0.00
601,0.00
701,0.00
801,0.00
901,0.00
1001,0.00
1101,1554.74
1201,1217.97
1301,1222.99
1401,1677.39
1501,1710.02
1601,1458.29
1701,1371.54
1801,1254.18
1901,1309.21
2001,1957.34
2101,1793.98
2201,2107.20
2301,1457.00
2401,1853.38
2501,1966.95
2601,2192.00
2701,1598.89
2801,1912.84
2901,1755.46
3001,1874.04
3101,1988.19
3201,2792.01
3301,2493.61
3401,2265.79
3501,3003.16
3601,3488.91
3701,3144.20
3801,2435.71
3901,2936.26
4001,3928.12
4101,2803.72
4201,3955.90
4301,3286.09
4401,3793.42
4501,3646.84
4601,5008.48
4701,4751.13
4801,3993.02
4901,5157.87
5001,5525.50
5101,4759.09
5201,5346.03
5301,5960.72
5401,5655.27
5501,5013.90
5601,6713.94
5701,4370.15
5801,4417.00
5901,6453.32
6001,7395.40
6101,5153.09
6201,4880.78
6301,7306.42
6401,7104.06
6501,4995.11
6601,6852.44
6701,5638.20
6801,5811.81
6901,6327.73
7001,7665.73
7101,6563.99
7201,6354.38
7301,5998.72
7401,6284.91
7501,7972.97
7601,6019.26
7701,5216.49
7801,8706.24
7901,5586.77
8001,8204.93
8101,6948.68
8201,6845.65
8301,4693.05
8401,7666.79
8501,6091.09
8601,6421.92
8701,5920.51
8801,6161.32
8901,6147.13
9001,5511.50
9101,5423.42
9201,4434.71
9301,4522.98
9401,3561.57
9501,4118.83
9601,3079.73
9701,2836.81
9801,2684.24
9901,2913.54
10001,2581.37
