n,Time
101,0.00
201,0.00
301,0.00
401,0.00
501,0.00
601,0.00
701,0.00
801,0.00
901,0.00
1001,0.00
1101,1358.44
1201,1262.16
1301,1386.26
1401,1339.27
1501,1676.01
1601,1570.73
1701,1342.50
1801,1985.93
1901,1697.67
2001,1560.52
2101,1527.92
2201,1971.32
2301,1994.95
2401,2477.80
2501,2574.44
2601,2182.35
2701,2564.00
2801,1898.45
2901,1760.53
3001,2696.62
3101,2674.82
3201,2129.37
3301,3285.61
3401,2143.34
3501,3161.40
3601,2589.92
3701,2455.43
3801,3149.19
3901,3016.43
4001,3052.18
4101,2945.90
4201,2412.84
4301,3889.28
4401,3057.61
4501,4020.74
4601,2924.54
4701,2648.09
4801,3605.58
4901,3994.91
5001,2594.28
5101,3363.15
5201,3029.75
5301,3875.80
5401,2916.24
5501,2852.76
5601,3379.37
5701,3031.14
5801,3428.61
5901,2838.20
6001,3875.52
6101,3456.46
6201,2257.31
6301,3210.97
6401,2676.34
6501,2584.25
6601,3037.61
6701,3210.79
6801,2723.08
6901,2026.13
7001,2219.79
7101,2149.13
7201,3071.69
7301,1930.68
7401,2033.02
7501,2585.74
7601,1686.26
7701,1736.50
7801,1705.91
7901,1945.18
8001,1824.60
8101,1674.97
8201,2029.23
8301,1610.92
8401,1953.60
8501,1633.60
8601,1314.92
8701,1399.40
8801,1157.60
8901,1409.11
9001,1818.07
9101,1406.52
9201,1243.02
9301,1568.30
9401,1397.15
9501,1553.45
9601,1329.98
9701,1321.65
9801,1413.88
9901,1523.83
10001,1267.39
