n,Time
101,0.00
201,0.00
301,0.00
401,0.00
501,0.00
601,0.00
701,0.00
801,0.00
901,0.00
1001,0.00
1101,642.68
1201,946.35
1301,863.60
1401,779.39
1501,773.88
1601,631.75
1701,706.07
1801,993.97
1901,705.53
2001,759.13
2101,937.76
2201,779.97
2301,911.58
2401,1053.19
2501,898.66
2601,1214.79
2701,1110.39
2801,803.31
2901,1095.54
3001,1128.92
3101,1191.64
3201,1198.01
3301,843.54
3401,1104.30
3501,903.82
3601,1164.45
3701,1287.14
3801,1332.63
3901,1355.12
4001,1015.36
4101,1461.58
4201,1337.60
4301,1643.44
4401,1541.82
4501,1160.96
4601,1268.37
4701,1295.61
4801,1631.32
4901,1067.69
5001,1486.88
5101,1094.74
5201,1413.14
5301,1204.34
5401,1790.13
5501,1593.33
5601,1058.07
5701,1125.68
5801,1488.14
5901,1311.35
6001,1671.97
6101,1295.58
6201,1225.60
6301,1603.14
6401,1107.50
6501,1039.78
6601,1185.71
6701,1343.68
6801,1351.29
6901,1213.82
7001,1452.08
7101,1447.86
7201,1353.89
7301,993.56
7401,1376.28
7501,1003.54
7601,1032.99
7701,1080.93
7801,1230.37
7901,785.13
8001,1238.10
8101,1118.42
8201,1139.78
8301,787.28
8401,837.74
8501,824.52
8601,707.67
8701,837.42
8801,660.79
8901,612.17
9001,839.34
9101,644.29
9201,898.74
9301,562.37
9401,664.36
9501,796.90
9601,689.64
9701,813.83
9801,853.80
9901,753.32
10001,700.72
