n,Time
101,0.00
201,0.00
301,0.00
401,0.00
501,0.00
601,0.00
701,0.00
801,0.00
901,0.00
1001,0.00
1101,1587.16
1201,1558.75
1301,1740.65
1401,1873.17
1501,1651.79
1601,1953.96
1701,1760.35
1801,1513.48
1901,1598.59
2001,1561.35
2101,1936.04
2201,1694.19
2301,2223.78
2401,2266.41
2501,2027.29
2601,2097.34
2701,2147.38
2801,1906.31
2901,2170.19
3001,2002.90
3101,2443.34
3201,2663.93
3301,2200.68
3401,2541.92
3501,2578.68
3601,3066.70
3701,3257.01
3801,2812.39
3901,2530.21
4001,2547.53
4101,3193.72
4201,3136.86
4301,3653.62
4401,3096.97
4501,3729.40
4601,3433.03
4701,3242.03
4801,2963.66
4901,4204.17
5001,4022.21
5101,4049.94
5201,3223.32
5301,3835.84
5401,3879.94
5501,4762.85
5601,3272.14
5701,3316.98
5801,4129.22
5901,4363.67
6001,4418.26
6101,4153.12
6201,3382.38
6301,4501.97
6401,4605.04
6501,4026.65
6601,4672.93
6701,4531.37
6801,3199.52
6901,3532.56
7001,3967.83
7101,4487.86
7201,3645.63
7301,2970.11
7401,2960.99
7501,2802.56
7601,3322.49
7701,2834.31
7801,3149.14
7901,2760.63
8001,2535.82
8101,3311.66
8201,2788.32
8301,2966.78
8401,2897.64
8501,2921.20
8601,2693.26
8701,2065.23
8801,2511.44
8901,2665.43
9001,1965.30
9101,2628.56
9201,2104.90
9301,2094.50
9401,2476.63
9501,1853.76
9601,1793.95
9701,1619.11
9801,2210.35
9901,1968.31
10001,2057.33
