n,Time
50,0.00
150,0.00
250,0.00
350,0.00
450,0.00
550,0.00
650,0.00
750,0.00
850,0.00
950,0.00
1050,0.00
1150,0.00
1250,0.00
1350,0.00
1450,0.00
1550,0.00
1650,0.00
1750,0.00
1850,0.00
1950,0.00
2050,2137.79
2150,1887.49
2250,2256.97
2350,2215.23
2450,2288.98
2550,1926.62
2650,2126.86
2750,2057.55
2850,2193.29
2950,2146.04
3050,2300.21
3150,2353.03
3250,2349.52
3350,2154.22
3450,2158.76
3550,2007.56
3650,2416.96
3750,2242.84
3850,2443.44
3950,2245.35
4050,2283.81
4150,2390.05
4250,2393.58
4350,2484.72
4450,2100.18
4550,2278.14
4650,2383.31
4750,2123.90
4850,2521.85
4950,2276.74
5050,2297.68
5150,2528.15
5250,2371.82
5350,2208.48
5450,2418.00
5550,2622.91
5650,2207.23
5750,2570.76
5850,2659.69
5950,2487.34
6050,2541.29
6150,2512.98
6250,2250.14
6350,2731.38
6450,2503.43
6550,2480.63
6650,2595.49
6750,2667.01
6850,2432.59
6950,2763.36
7050,2420.80
7150,2761.27
7250,2459.17
7350,2540.93
7450,2594.92
7550,2699.72
7650,2921.05
7750,2625.86
7850,2462.21
7950,2444.05
8050,2881.33
8150,2605.83
8250,2834.10
8350,2963.40
8450,2640.62
8550,2803.74
8650,2764.49
8750,2669.91
8850,2946.08
8950,2601.23
9050,2778.15
9150,2875.95
9250,3061.31
9350,2660.98
9450,3247.67
9550,2754.35
9650,2779.68
9750,3176.02
9850,2816.77
9950,3008.29
