n,Time
101,0.0
201,0.0
301,0.0
401,0.0
501,0.0
601,0.0
701,0.0
801,0.0
901,0.0
1001,0.0
1101,1287.4013397300187
1201,1363.5691124229959
1301,1537.5878507819598
1401,1661.1662203623193
1501,1363.788242883664
1601,1512.9373466532716
1701,1788.18684047773
1801,1819.8157211549735
1901,1881.4766179221297
2001,2310.9333191857504
2101,1867.8978617395396
2201,2145.6919053497486
2301,2166.657220104849
2401,2665.83666167911
2501,2441.503730012724
2601,2395.287831916349
2701,2999.9190841620234
2801,2581.2930718731495
2901,2498.69264745675
3001,2854.1670355204164
3101,2995.5881506872875
3201,2698.0850915394817
3301,3166.701128742505
3401,2984.390617432276
3501,2925.7999718226224
3601,3395.641772457777
3701,2777.3767183583022
3801,3403.2406134979515
3901,3645.6849840394766
4001,3065.557720772582
4101,3429.647068434583
4201,3117.932944602597
4301,2937.9465267608193
4401,3769.3740715261097
4501,3506.256650597227
4601,3699.0812603210256
4701,3366.570766027145
4801,3068.2190927418637
4901,3469.882048783838
5001,3576.481222113851
5101,3431.1123591776886
5201,3164.1922284168827
5301,3029.1181893251955
5401,3225.586631601233
5501,3088.5599287225605
5601,2618.5409586407595
5701,2858.799856918948
5801,2855.359157299434
5901,2411.5703626833188
6001,2292.678729293582
6101,2422.179271909583
6201,2060.708331829312
6301,2687.9277257907497
6401,2191.3518696946157
6501,2150.436487043182
6601,2091.6595944200612
6701,2208.3493902737237
6801,1731.4147505786368
6901,1748.1452248974688
7001,2145.0635863631683
7101,1919.9504903118361
7201,2026.1815123393974
7301,1485.0655048211092
7401,1709.3988104177276
7501,1770.8069980783384
7601,1750.4682709036924
7701,1402.4295200678494
7801,1659.729887777107
7901,1445.8852369540061
8001,1446.8644098753389
8101,1371.6928555173636
8201,1461.5550852851616
8301,1062.3115744526608
8401,1088.46972442667
8501,1271.9345089632952
8601,1309.4409099777981
8701,1149.395753575075
8801,985.0591690908163
8901,1096.0121731642907
9001,905.8408919802933
9101,1145.753575000216
9201,1119.7661428614651
9301,1115.2340643142888
9401,903.1396850687586
9501,780.8301568194188
9601,893.0859443464224
9701,848.9288183620686
9801,809.8508626988432
9901,974.8594137306136
10001,886.4298778510847
