n,Time
101,0.00
201,0.00
301,0.00
401,0.00
501,0.00
601,0.00
701,0.00
801,0.00
901,0.00
1001,0.00
1101,1154.16
1201,1126.05
1301,974.80
1401,1244.57
1501,1254.86
1601,1168.62
1701,1042.81
1801,1056.20
1901,1275.41
2001,1255.90
2101,1131.01
2201,1289.50
2301,1156.65
2401,1255.39
2501,1235.34
2601,1599.74
2701,1409.12
2801,1543.90
2901,1475.91
3001,1423.13
3101,1736.90
3201,1482.46
3301,1554.53
3401,1813.77
3501,1866.63
3601,1841.62
3701,1859.32
3801,2268.98
3901,2124.20
4001,2214.54
4101,2161.33
4201,2200.08
4301,2478.42
4401,2284.30
4501,2737.76
4601,2891.27
4701,2386.81
4801,3114.68
4901,3102.99
5001,3242.67
5101,3201.40
5201,3120.85
5301,2786.71
5401,3004.36
5501,3914.32
5601,3693.62
5701,4095.37
5801,3449.39
5901,3762.47
6001,4137.67
6101,4234.07
6201,4322.85
6301,3773.77
6401,4151.35
6501,3878.15
6601,4591.68
6701,4446.06
6801,4673.15
6901,4631.55
7001,4419.85
7101,5176.39
7201,5210.91
7301,4156.42
7401,5410.41
7501,5334.45
7601,4504.52
7701,5264.26
7801,5121.42
7901,5238.23
8001,4303.75
8101,5186.52
8201,5159.23
8301,4273.71
8401,4327.03
8501,3727.59
8601,4219.95
8701,3861.30
8801,3530.48
8901,3407.65
9001,3276.42
9101,3943.92
9201,3438.43
9301,3330.03
9401,3384.59
9501,2893.99
9601,2570.37
9701,2612.90
9801,2734.37
9901,1992.94
10001,2342.26
