n,Time
101,0.00
201,0.00
301,0.00
401,0.00
501,0.00
601,0.00
701,0.00
801,0.00
901,0.00
1001,0.00
1101,654.64
1201,577.83
1301,554.39
1401,538.53
1501,567.51
1601,677.93
1701,586.98
1801,689.15
1901,730.92
2001,567.09
2101,754.50
2201,710.92
2301,774.33
2401,642.85
2501,632.82
2601,731.77
2701,709.99
2801,769.92
2901,703.88
3001,766.02
3101,763.73
3201,786.55
3301,745.41
3401,689.30
3501,851.14
3601,829.14
3701,730.88
3801,714.53
3901,737.16
4001,742.83
4101,691.17
4201,820.22
4301,909.43
4401,939.93
4501,881.85
4601,832.57
4701,706.24
4801,795.70
4901,940.37
5001,834.04
5101,913.47
5201,761.41
5301,910.87
5401,800.80
5501,925.56
5601,810.10
5701,824.73
5801,840.25
5901,833.04
6001,694.12
6101,848.11
6201,823.45
6301,741.20
6401,737.31
6501,794.59
6601,709.77
6701,773.45
6801,825.75
6901,634.37
7001,786.13
7101,843.27
7201,836.71
7301,798.71
7401,651.88
7501,642.92
7601,726.61
7701,781.14
7801,631.80
7901,667.15
8001,689.49
8101,573.49
8201,712.06
8301,653.07
8401,592.03
8501,619.96
8601,653.83
8701,561.73
8801,666.76
8901,710.73
9001,673.90
9101,624.46
9201,570.96
9301,683.38
9401,546.99
9501,601.16
9601,616.50
9701,576.24
9801,664.63
9901,550.14
10001,496.27
