n,Time
101,0.00
201,0.00
301,0.00
401,0.00
501,0.00
601,0.00
701,0.00
801,0.00
901,0.00
1001,0.00
1101,919.00
1201,758.36
1301,822.76
1401,706.23
1501,769.87
1601,837.27
1701,946.50
1801,958.66
1901,933.14
2001,914.59
2101,897.69
2201,860.97
2301,750.64
2401,886.02
2501,820.26
2601,797.38
2701,919.52
2801,1026.87
2901,1059.92
3001,1072.65
3101,1071.44
3201,1035.67
3301,1099.12
3401,944.97
3501,895.72
3601,865.05
3701,1127.68
3801,1121.59
3901,1118.80
4001,977.60
4101,1194.48
4201,1210.26
4301,1004.96
4401,1170.57
4501,1102.47
4601,1294.62
4701,1182.44
4801,1234.52
4901,1220.62
5001,1079.80
5101,1251.03
5201,1078.28
5301,1124.82
5401,1347.89
5501,1412.75
5601,1392.82
5701,1305.98
5801,1279.89
5901,1202.08
6001,1142.06
6101,1158.88
6201,1114.80
6301,1218.74
6401,1238.77
6501,1076.54
6601,1058.13
6701,1240.08
6801,1161.11
6901,1187.21
7001,1099.77
7101,1228.95
7201,1193.87
7301,1205.10
7401,1173.11
7501,1154.38
7601,1227.07
7701,1240.81
7801,1180.77
7901,992.20
8001,1009.66
8101,1238.46
8201,908.07
8301,1113.86
8401,972.57
8501,1127.39
8601,921.95
8701,889.37
8801,1109.83
8901,962.29
9001,1051.00
9101,1060.44
9201,1005.19
9301,1063.88
9401,872.87
9501,1024.04
9601,962.11
9701,863.14
9801,830.59
9901,975.00
10001,909.81
