n,Time
100,0.00
200,0.00
300,0.00
400,0.00
500,0.00
600,0.00
700,0.00
800,0.00
900,0.00
1000,0.00
1100,687.61
1200,476.19
1300,600.37
1400,511.99
1500,676.48
1600,653.95
1700,579.63
1800,606.84
1900,779.82
2000,805.58
2100,716.45
2200,1034.81
2300,729.07
2400,973.25
2500,1074.62
2600,1167.29
2700,1141.45
2800,1006.33
2900,1059.79
3000,1193.17
3100,1214.56
3200,1079.81
3300,1563.10
3400,1287.71
3500,1549.01
3600,1722.18
3700,1343.40
3800,1653.41
3900,1429.05
4000,1927.08
4100,1807.45
4200,1806.19
4300,1474.67
4400,1763.26
4500,1551.20
4600,1642.45
4700,2083.11
4800,2437.68
4900,2445.77
5000,1918.31
5100,1914.31
5200,2035.88
5300,1885.21
5400,2438.12
5500,2437.59
5600,2512.69
5700,1955.99
5800,1908.38
5900,1929.13
6000,2054.10
6100,1925.27
6200,2537.83
6300,1895.85
6400,2202.39
6500,1917.85
6600,2075.71
6700,2532.05
6800,1689.59
6900,1969.02
7000,2182.93
7100,1984.33
7200,1583.41
7300,2112.02
7400,1469.45
7500,1758.78
7600,1682.45
7700,1727.36
7800,1728.36
7900,1697.60
8000,1572.74
8100,1143.92
8200,1346.82
8300,1023.43
8400,987.35
8500,1233.12
8600,946.53
8700,1062.79
8800,807.30
8900,918.08
9000,693.40
9100,810.11
9200,844.77
9300,710.16
9400,617.64
9500,711.01
9600,501.75
9700,457.00
9800,429.31
9900,582.55
10000,467.23
